ticker,contractSymbol,strike,type,expiration,lastPrice,theoretical_price,mispricing,impliedVolatility,delta,theta,vega,openInterest,volume,daysToExpiry,expiryBucket,RSI,UpperBB,LowerBB,Close,EMA_Signal,MACD_Hist,bb_norm,rsi_norm,trend_pass,missing_signal,score
MARA,O:MARA250425C00011000,11.0,call,2025-04-25,1.54,,,0.6531285445831793,0.8331472502356057,-17.489230730269597,0.003216837445157687,855,607,4,0-7,55.019058334681446,14.521774555977338,10.297225497428425,12.289999961853027,,,0.471712941856355,0.5501905833468145,False,False,4
MARA,O:MARA250425C00011500,11.5,call,2025-04-25,1.09,,,0.7744876276950181,0.7273677950227904,-23.125501208643676,0.004274624424037937,2309,320,4,0-7,55.019058334681446,14.521774555977338,10.297225497428425,12.289999961853027,,,0.471712941856355,0.5501905833468145,False,False,4
MARA,O:MARA250425C00012000,12.0,call,2025-04-25,0.69,,,0.8613514549369113,0.6019765848501847,-26.780392908963186,0.004964082539971781,3345,2977,4,0-7,55.019058334681446,14.521774555977338,10.297225497428425,12.289999961853027,,,0.471712941856355,0.5501905833468145,False,False,4
MARA,O:MARA250425C00012500,12.5,call,2025-04-25,0.43,,,0.920694637978245,0.4705866369013252,-27.567393149342735,0.005118738958372747,4475,6686,4,0-7,55.019058334681446,14.521774555977338,10.297225497428425,12.289999961853027,,,0.471712941856355,0.5501905833468145,False,False,4
MARA,O:MARA250425C00013000,13.0,call,2025-04-25,0.25,,,0.9347501546800139,0.34715091977099444,-25.55924123395836,0.004751199424221467,38916,14505,4,0-7,55.019058334681446,14.521774555977338,10.297225497428425,12.289999961853027,,,0.471712941856355,0.5501905833468145,False,False,4
MARA,O:MARA250425C00013500,13.5,call,2025-04-25,0.16,,,0.9903060779212942,0.2419002058837985,-21.59181450339832,0.004016812675980475,13900,11141,4,0-7,55.019058334681446,14.521774555977338,10.297225497428425,12.289999961853027,,,0.471712941856355,0.5501905833468145,False,False,4
MARA,O:MARA250425C00014000,14.0,call,2025-04-25,0.1,,,1.0554012235084214,0.15957409639552939,-16.78825007959911,0.003124936452869385,35949,17942,4,0-7,55.019058334681446,14.521774555977338,10.297225497428425,12.289999961853027,,,0.471712941856355,0.5501905833468145,False,False,4
MARA,O:MARA250425P00011000,11.0,put,2025-04-25,0.11,,,1.1704615518409884,-0.1668527497643944,-17.159339205587745,0.003216837445157687,2400,2912,4,0-7,55.019058334681446,14.521774555977338,10.297225497428425,12.289999961853027,,,0.471712941856355,0.5501905833468145,False,False,4
MARA,O:MARA250425P00011500,11.5,put,2025-04-25,0.2,,,1.0934653702614994,-0.27263220497720964,-22.780614614658106,0.004274624424037937,2129,2995,4,0-7,55.019058334681446,14.521774555977338,10.297225497428425,12.289999961853027,,,0.471712941856355,0.5501905833468145,False,False,4
MARA,O:MARA250425P00012000,12.0,put,2025-04-25,0.37,,,1.1109167592812208,-0.3980234151498153,-26.420511245673897,0.004964082539971781,2722,4654,4,0-7,55.019058334681446,14.521774555977338,10.297225497428425,12.289999961853027,,,0.471712941856355,0.5501905833468145,False,False,4
